name frequency mean_age
nasera 45 25.7
nawar 45 15.2
nekal 45 6.1
nerea pilar 45 19.3
nicoleta florentina 45 30.4
nimia 45 46.2
nini johana 45 32.9
noelia raquel 45 29.6
noemi esther 45 34.4
norma liliana 45 44.3
paola karina 45 33.1
paula andreea 45 19.1
paula manuela 45 32
pauline margaret 45 67.3
penelope anne 45 62.3
pilar raquel 45 49.6
pura maria 45 57.4
purificacion carmen 45 57.4
rakia 45 40.5
ramona gabriela 45 30.8
raquel alejandra 45 28.9
raquel alicia 45 50.8
rayhan 45 5.9
ria 45 31.1
rita alexandra 45 31.5
rita rosario 45 47.7
rochelle 45 30.5
rofaida 45 7.7
rosa aurea 45 55.7
rosa begoña 45 50.6
rosa veronica 45 36.3
rosanny 45 30.1
rosario asuncion 45 53.3
rosario milagros 45 54.6
roxana alexandra 45 19.5
sade 45 15.9
samara maria 45 19.6
sandra belen 45 36.1
sandra judith 45 41.9
santa maria 45 45.4
sara dolores 45 45.3
sara louise 45 33.6
sheena 45 44.6
silvana lorena 45 36.2
silvia juliana 45 25.9
silvia laura 45 40.9
silvia vanesa 45 34.9
sobeida 45 45
sofia andrea 45 12.5
sofia angeles 45 30.5
stefania alexandra 45 15.6
stefania maria 45 23.2
suleica 45 26.4
sunamita 45 22.9
susana ester 45 50.1
syuzanna 45 26.5
terencia 45 73.6
teresa elizabeth 45 39
teresa pino 45 47
tiantian 45 19.7
tove 45 62.7
usune 45 15
valentina elena 45 23.7
veronica liliana 45 36.7
vicenta francisca 45 60.2
visita 45 71.4
xinmiao 45 17.7
xisca 45 12.5
yecenia 45 29.3
yiwen 45 19.7
zeineb 45 18.4
zoica 45 45.8
zoraima 45 27.3
zsofia 45 29.6
adriana estefania 44 21.2
adriana raquel 44 37.4
adriana teresa 44 33.9
agueda carmen 44 46
agustina pilar 44 56.6
ahinoam 44 21.6
aida marina 44 44.6
ainhoa pino 44 12.8
alejandra ines 44 32
aliana 44 23.8
alicia alejandra 44 36
alicia gabriela 44 25.6
alicia veronica 44 37.7
alimatou 44 26.2
alina mirela 44 31
alina valentina 44 24.9
amarjit 44 41.6
ana azucena 44 44.3
ana benita 44 53.9
ana gregoria 44 49.8
ana lucila 44 50
ana maria belen 44 47.4
andrea ines 44 28.5
andree 44 71.4
angela nieves 44 47.3
anna lena 44 29.5
anna lucia 44 19.1
antonia magdalena 44 55
antonia marina 44 52.9
arlete 44 49
ayah 44 8.5
azahara carmen 44 13.2
balvina 44 57.3
barbara concepcion 44 55.8
barbara victoria 44 26.7
bella cinta 44 38.2
bella pilar 44 42.2
betty alexandra 44 38.8
bianca ionela 44 12.4
blanca eva 44 45.1
carla pilar 44 13.4
carmen alina 44 33.7
carmen aranzazu 44 38.2
carmen valle 44 38.9
carolay 44 21.1
carolina rosa 44 40.7
caroline ann 44 51.5
catalina alexandra 44 24.4
catalina jesus 44 49.9
catherin 44 23.2
chunhong 44 39.3
chunlan 44 51.1
chunwei 44 39
crenguta 44 37.5
cristina carolina 44 34.1
cristina francisca 44 42.2
cristina julia 44 43.2
cristina silvia 44 37.8
daba 44 29
dalmacia 44 75
daniela veronica 44 31.8
danijela 44 39.4
danila 44 34.5
davinia pino 44 27.4
denise ann 44 57.5
despina 44 48.8
di 44 23.7
elena amalia 44 37.8
elena virginia 44 44.9
elizabeta 44 27.7
elizabeth carolina 44 27.5
elizete 44 44.6
emilia manuela 44 62.3
emma beatriz 44 42
es saadia 44 42
estebania 44 56.4
estefania carolina 44 24.1
esther susana 44 45.3
eva vanessa 44 34.8
evangelina maria 44 51.7
evelyn alexandra 44 19.7
evelyn elizabeth 44 26.5
fanny esperanza 44 46.8
firuta 44 45.7
francisca marina 44 50.3
francisca natividad 44 63.7
frieda 44 64.6
gabriela rocio 44 22.9
gabriela susana 44 40.6
gabriela victoria 44 21.8
genesis nicole 44 14.3
gioia 44 27.7
gladys rosario 44 44.8
gloria consuelo 44 55.7
gloria encarnacion 44 47.1
gracia isabel 44 40.7
grethe 44 70
haiat 44 31.9
harjinder 44 38.7
hayde 44 29.5
ingrid lorena 44 29.5
inmaculada cristina 44 38.2
ioana mariana 44 31.4
ioana ramona 44 31.3
ioana simona 44 32
ionela florentina 44 25.4
irais 44 13.8
irene inmaculada 44 33.6
irenia 44 36.7
isabel veronica 44 34.3
ismahan 44 17.7
iuliana daniela 44 32.3
ivanca 44 33.2
iveth 44 12.2
jackelin 44 31
jesenia 44 17.4
jesika 44 28
jessica liliana 44 29
jinyan 44 31.4
josefa olga 44 63.8
joseline 44 32.2
juana rita 44 66.5
junquera 44 52.6
kainat 44 14.5
karin maria 44 51.6
karla estefania 44 17.2
kelly ann 44 35.2
kelly anne 44 33.5
knarik 44 37.1
laura fatima 44 33.7
laura milena 44 24.7
leni 44 36.4
leonor pilar 44 50.8
lidia belen 44 31.6
lidia dolores 44 43.7
lilian beatriz 44 40.6
liliana ines 44 52
lizet 44 29.3
lorena vanesa 44 32.9
lorena victoria 44 26.8
lucia candelaria 44 39.1
luisa amelia 44 51.2
madison 44 10.6
maisae 44 5.3
marbelys 44 21.5
margarita emilia 44 55.3
margie 44 39.3
maria bernardita 44 52
maria carmen begoña 44 60
maria carmen lourdes 44 59.5
maria carrasca 44 56.8
maria coraima 44 14.7
maria fina 44 64.1
maria jose pilar 44 54.1
maria laurentina 44 61.5
maria magaly 44 49.9
maria marlen 44 47.9
maria melissa 44 26.9
maria ofir 44 52.2
maria shirley 44 44
maria soterraña 44 59.5
maria valverde 44 47.7
maria zuleima 44 24.3
mariana veronica 44 34.5
mariflor 44 55.2
marina eugenia 44 43.9
mariuxi elizabeth 44 32
mariñe 44 25.3
marja leena 44 65.4
marlenis 44 42.8
martha carolina 44 33.2
martha esperanza 44 49.6
martir 44 70
mayerling 44 31
melissa andrea 44 22.7
mercedes caridad 44 52.9
michelle ann 44 42.7
mihaela luminita 44 35.3
miluda 44 46.8
mirela mihaela 44 32
miren estibaliz 44 44.8
monica paulina 44 34.2
montserrat isabel 44 44.3
najiya 44 31.3
nicole elizabeth 44 17.3
nicoleta loredana 44 28.3
nilda beatriz 44 46.7
nora elizabeth 44 40.2
olaya maria 44 29.5
olive 44 61.3
paola estefania 44 20.5
paola lorena 44 34.9
paula inmaculada 44 26
paula raquel 44 26.9
paula virginia 44 32.4
paulina andrea 44 34.6
petronella 44 60.5
pilar andrea 44 44.1
pilar vicenta 44 62
placentina 44 72.6
rasha 44 27.3
rocio patricia 44 31.9
rosana beatriz 44 38.1
rosario ines 44 51.9
rozica 44 48.1
safietou 44 29.1
sandra catalina 44 33.9
sandra jesus 44 37.2
sara magdalena 44 31
sheila pino 44 15.7
shumei 44 42.8
silvia antonia 44 49.3
silvia magdalena 44 38
silvia natalia 44 34.9
sirats 44 12.8
soda 44 28.4
sofia rosario 44 36.2
sonia jesus 44 42.3
stephanie marie 44 29.3
suhong 44 42.8
susana noemi 44 50.2
tania esther 44 27.9
tindaya 44 14.8
tomasina 44 50.9
vanessa pino 44 31.8
veronica dolores 44 37.2
veronica estefania 44 24.7
veronica lourdes 44 37.7
victoria beatriz 44 26.9
violeta elena 44 33.5
virginia elizabeth 44 39.3
viviana isabel 44 40.2
ximena carmen 44 45.3
xufen 44 39
yenny patricia 44 37.4
yifan 44 18.2
yiran 44 10.9
yolanda montserrat 44 42.8
yudy 44 34.7
yukiko 44 42.1
yunia 44 33.9
yurani 44 23.3
zayneb 44 9.6
adela josefa 43 59.1
aida cristina 43 33.3
aiko 43 13.9
aizane 43 7.1
alba rosario 43 19.1
alexandra raluca 43 21.4
alicia andrea 43 29.1
alicia mabel 43 51
alicia montserrat 43 44
alison mary 43 54.7
alma lucia 43 13
amanda louise 43 45.9
amparo vicenta 43 57.3
ana candida 43 48.9
ana corina 43 39.1
ana liz 43 28.4
ana maria cruz 43 59.1
ana nazaret 43 22.6
andrea raquel 43 29.2
andreea ramona 43 23.4
andreia maria 43 23.4
angela adriana 43 36.6
angelica beatriz 43 39.2
anna carolina 43 24.6
annelies 43 48.3
aurora jesus 43 51.4
bakartxo 43 38.3
barbara andrea 43 29.1
benita carmen 43 63.7
beverley ann 43 55.4
blanca elvira 43 48
blanca graciela 43 43.5
blanca oliva 43 52.9
buchra 43 22.2
calamanda 43 67
carina alejandra 43 39.9
carmen almudena 43 36.1
carmita rocio 43 43
catarina isabel 43 29.6
celia ines 43 41.6
circuncision 43 71.8
clara alicia 43 46.7
clara cecilia 43 43.3
clara margarita 43 46.2
clarivel 43 46.9
claudia eugenia 43 31.7
connie 43 45.8
corin 43 28.4
cristina diana 43 27.2
cristina jose 43 41.6
cristina reyes 43 32.2
cristina valentina 43 21.8
debora cristina 43 29.3
deepa 43 39
delicias 43 57.7
denisa nicoleta 43 12.7
dima 43 27
dolores julia 43 63.6
domnina 43 73.4
el khamsa 43 49.8
elena adina 43 30.9
elena consuelo 43 46.1
elena rodica 43 39.7
elsa pilar 43 44.7
elsbeth 43 69.3
elvia marina 43 45.7
emilia luisa 43 56.6
evelia maria 43 40.8
fiona jane 43 47.3
florentina madalina 43 24.2
gabriela alina 43 30.1
gabriela cecilia 43 35.6
gabriela paola 43 27.5
gabriela roxana 43 30
gabriela sofia 43 16.2
gema beatriz 43 35.5
gema rosario 43 36.2
georgeta maria 43 35.3
gillian elizabeth 43 57.7
gloria angela 43 45.9
hadilla 43 38.1
haimei 43 40.6
haizhu 43 44
hajira 43 23.9
harriet 43 38.4
hedwig 43 68.2
hiniesta 43 39.9
ines veronica 43 37.3
inmaculada encarnacion 43 42.2
inmaculada esther 43 41.4
ioana loredana 43 28.1
ioana nicoleta 43 29.5
ionela elena 43 28.2
irene mar 43 24.3
isabel ascension 43 51.9
isabel cruz 43 55.6
isma 43 22.1
jadilla 43 25.7
jessica pamela 43 23.4
joaquina isabel 43 53.4
josefa guadalupe 43 62.4
juana ascension 43 60
juana carolina 43 36.1
juana eva 43 46.1
juana natividad 43 63
juliana isabel 43 46.4
karen cristina 43 26.3
karla alexandra 43 19.2
karolina maria 43 28.2
khamissa 43 35.8
larisa mihaela 43 17.5
lilian patricia 43 35.7
linda patricia 43 55.9
lingzhen 43 39.2
liuva 43 23.2
loren 43 41.1
lou 43 10.7
lourdes belen 43 31.1
lourdes carolina 43 33.6
lourdes raquel 43 38.2
lucrezia 43 21.6
luz elvira 43 50.1
lydie 43 45.3
lynette 43 40.9
mabrouka 43 45.5
magdalena rocio 43 38.8
mana 43 24
manuela jose 43 42.8
margarita alicia 43 56.9
margarita juana 43 53.7
margarita olga 43 58.8
maria aracely 43 48.2
maria bonifacia 43 61.6
maria buensuceso 43 51.3
maria bustar 43 56.4
maria carmen alicia 43 66.6
maria celi 43 62.4
maria eneida 43 47.8
maria gorete 43 46.8
maria isabel carmen 43 62
maria johana 43 32.6
maria melchora 43 54.7
maria odilia 43 61.8
maria rosa pilar 43 66.2
maria suyapa 43 38.5
mariana ioana 43 32.2
marijke 43 58.7
marines 43 35.3
maritza rocio 43 38.1
mariuca 43 43
marizol 43 34.5
marlene isabel 43 39.5
marta alexandra 43 24.8
marta araceli 43 28.1
marta estela 43 45.9
martha lidia 43 41.7
martha mercedes 43 43.4
martha yaneth 43 41.6
mercedes alicia 43 53.2
mercedes encarnacion 43 51.7
michell 43 16.8
mihaela iuliana 43 31.2
milda 43 37.3
miren ikerne 43 51.9
monika katarzyna 43 33.5
monte 43 70.6
montserrat teresa 43 46.3
nancy liliana 43 40.6
natalia raquel 43 33.7
natalie jane 43 34.4
navdeep 43 21.4
nella 43 38
nicola jayne 43 41.6
nivia 43 44.8
nuria esperanza 43 37.1
oana alina 43 27.7
oana madalina 43 25
olga concepcion 43 51.5
olga inmaculada 43 45
olga jesus 43 53.6
olga rosario 43 49.8
olivia isabel 43 31.5
oristela 43 59.5
patricia joan 43 71.9
patricia leonor 43 36
patricia virginia 43 36.4
paula josefa 43 52.7
paula luisa 43 36.3
paula rosario 43 31.1
purisima concepcion 43 55.5
rafaela antonia 43 56.6
ramona florentina 43 34.5
ramona ionela 43 29.6
raquel jesus 43 34.2
regina carmen 43 51.8
rica 43 49.1
romaisaa 43 5.3
rosa adriana 43 42
rosa argentina 43 50
rosa elba 43 48.5
rosa emma 43 55.1
rosa gemma 43 45.1
rosa helena 43 39.1
roxana andrea 43 26.6
roxana florentina 43 24.9
rym 43 15.5
saida maria 43 27.5
salca 43 40.2
sandra eugenia 43 36.4
sara nicole 43 7.2
sarabjit 43 36
servilia 43 74.8
shuangwei 43 32.4
silvia guadalupe 43 41.9
silvie 43 39.8
siyka 43 47.2
snezhanka 43 52.6
sofia raquel 43 31.5
soumaia 43 25.5
steffi 43 34.2
susana luisa 43 42.8
susana mabel 43 53.4
tacoremi 43 23.9
taisia 43 27.6
tana 43 25.9
tong 43 22.3
urbelina 43 69.4
uxuri 43 6.9
vanesa pino 43 30.6
vania maria 43 32.5
victoriya 43 29.8
wasila 43 11
wendy paola 43 24.1
wenying 43 38.9
xiaoe 43 47.3
xiaolian 43 42.4
ximena elizabeth 43 32.5
xiufeng 43 41
yahima 43 29.6
yamiley carmen 43 11.5
yania 43 25.7
yanmei 43 40.6
yassira 43 13.8
yawen 43 15.4
yolanda mar 43 42.4
yolanda pino 43 38.8
yolimar 43 34.1
yuqi 43 9.6
zoila victoria 43 50.8
zoriana 43 33.1
adriana valentina 42 14.7
aitzpea 42 36.1
aiyun 42 45.9
alba nerea 42 16.5
alejandra marcela 42 39.4
aleth 42 16.3
alexandra estefania 42 19.9
alicia josefina 42 56.3
alicia sofia 42 28.2
amelia cristina 42 43.4
ana carola 42 35.6
ana felicia 42 44.5
ana florencia 42 34.5
ana maria elena 42 39.2
ana sheila 42 27.5
ana virtudes 42 42.1
anca cristina 42 30.8
andreia cristina 42 29.4
anett 42 32
angela pino 42 43.3
anne laure 42 35.8
anthonia 42 36.5
antonia aurora 42 54.6
ariadna isabel 42 13.5
arsilia 42 68.8
aurelia elena 42 35.7
aurora margarita 42 56.2
beatriz elizabeth 42 35.7
beatriz esperanza 42 37.4
beatriz pino 42 30.5
belisaria 42 72.5
bera 42 4.5
bernarda maria 42 52.5
bernardeta 42 55.3
biljana 42 43.4
carla cecilia 42 26.5
carlota carmen 42 19.1
carmen nelida 42 55.4
carmen ofelia 42 52.1
carminda 42 56.2
carolina jesus 42 37.6
caroline mary 42 51.9
cherry 42 39.4
chourouk 42 19
cindy paola 42 26.6
clara ana 42 41.8
clara francisca 42 47
claudette 42 59.2
claudia esperanza 42 28.8
cleotilde 42 51.9
concepcion elena 42 54
concepcion victoria 42 56.4
consuelo jesus 42 50.9
cristina vanessa 42 30
daniela mirela 42 34
dara maria 42 25.6
daya 42 19
debbie 42 37.3
diana maribel 42 29.4
diana marisol 42 29.8
dionisia maria 42 56.8
dolores cruz 42 56
edilberta 42 70.2
el khamssa 42 41.9
elaine margaret 42 60.1
elena encarnacion 42 50.2
elena georgeta 42 37.9
elisa antonia 42 48.3
elisa elena 42 29.8
eloise 42 18.3
elsa victoria 42 46.8
emelyn 42 25.6
erika isabel 42 27.6
esther carolina 42 30.5
esther patricia 42 37.8
esther rosario 42 46
eulalia carmen 42 57.5
eva virginia 42 35.3
fabiana maria 42 35.7
florencia belen 42 20.1
francisca elvira 42 58.4
gabriela margarita 42 38.3
gema jesus 42 39.6
ghofrane 42 8.2
gisell 42 14.7
glenys 42 55.3
gloria marlene 42 42.7
guadalupe isabel 42 43.8
helen patricia 42 45.3
heraclia 42 73.8
hilda mercedes 42 49.3
houyam 42 19.4
iberia 42 67.1
ifigenia 42 57.7
ilonka 42 42.5
ingrid carmen 42 34.4
inmaculada jesus 42 40.8
ioanna 42 32.2
isabel natalia 42 35.9
isabel raquel 42 47.7
itzal 42 17.8
jane louise 42 49.2
jaroslava 42 47.2
jemma 42 40.4
jian 42 32
jillian 42 51.7
joanna katarzyna 42 35.3
joanne marie 42 41.6
josefa cinta 42 50.2
josefa clara 42 61.3
josefina angeles 42 59.9
juana marta 42 59.6
julia matilde 42 51.5
junli 42 32.8
konstantina 42 32.8
laura jimena 42 22.9
laziza 42 43.4
le 42 24.4
lidia antonia 42 45.3
lidija 42 44.5
lilya 42 24.3
linda jean 42 62.7
linda marie 42 53.4
lisbeth carolina 42 24
liz karina 42 28.8
lizette 42 32
llura 42 3.9
lorena angeles 42 32.4
lucia aurora 42 40
lucia gloria 42 45.4
lucia trinidad 42 30.7
luisa belen 42 38.4
luisa carolina 42 35.4
luminita mihaela 42 36.8
luz bella 42 46.5
luz isabel 42 44
marcela fabiana 42 44
maria anxos 42 46
maria buenaventura 42 53.8
maria carmen lucia 42 60.8
maria casandra 42 26.5
maria collado 42 52.5
maria eliza 42 31
maria farnes 42 54.7
maria iziar 42 51.4
maria leonila 42 58.1
maria lucinia 42 56.8
maria marinela 42 38.2
maria pilar begoña 42 61.8
maria renata 42 38.8
maria sameiro 42 49
maria stela 42 42.2
maria trinitat 42 50.3
maria ubaldina 42 58.5
maria zunilda 42 38.3
mariana belen 42 28.8
mariana paula 42 33.2
mariana simona 42 35.7
marta angelica 42 43.6
marta catalina 42 41.5
martiniana 42 75.3
marusya 42 44.8
matilde rosa 42 57.2
maurilia 42 76.4
mayela 42 33.2
mercedes carolina 42 39.1
mercedes elizabeth 42 37
mfedla 42 55.4
mihaela monica 42 35.5
miledys 42 46
miriam inmaculada 42 30.8
miriam lourdes 42 35.3
miriam lucia 42 31.6
nancy guadalupe 42 43.1
nancy josefina 42 51.1
nancy stella 42 45.8
nasra 42 24.9
natividad angeles 42 55.7
neisa 42 41.5
nelly isabel 42 49.3
neuza 42 45.7
nicola ann 42 44.1
norma carmen 42 51.3
nuria antonia 42 40.5
nurys 42 43.6
oana raluca 42 28.5
oana roxana 42 25.8
oceane 42 16.2
orentina 42 71.6
ouisal 42 11
pamela jane 42 56
parasca 42 39.2
pastora carmen 42 40.9
patricia luisa 42 34.6
paula esperanza 42 27.3
paula susana 42 30.6
paula tatiana 42 22.6
paulina isabel 42 45.2
penelope ann 42 61.9
penelope jane 42 57.4
peñarroya 42 54.4
qiaoling 42 34.7
rafaela pilar 42 60.1
ramona altagracia 42 49.2
raquel carolina 42 33.4
raquel concepcion 42 41.3
rebeca andreea 42 9
roca 42 59.3
rocio celeste 42 29.4
rosa vanessa 42 33.6
rosalia pilar 42 50.7
rosalyn 42 40.9
rosario amparo 42 56.4
rosmira 42 54.9
rute 42 38.6
sabira 42 26.6
sally jane 42 51.9
sandra inmaculada 42 33.4
sara judith 42 28.4
sara mar 42 23
sara natalia 42 21.6
sara ruth 42 32.9
sendy 42 17.1
sharon ann 42 50.6
shuangli 42 33.9
silvia regina 42 44.7
soletat 42 67.5
stepaniya 42 54.2
sumia 42 18.8
tanzeela 42 29.4
teresa ann 42 55.3
teresa cecilia 42 49.5
teresa jose 42 44.4
tomasa carmen 42 61.8
valeria lucia 42 11.8
valeria valentina 42 10
vanessa raquel 42 32
veronica fernanda 42 30
veronica paulina 42 32.6
veronica teresa 42 36.8
vicenta mercedes 42 59.1
victoria anne 42 43.3
victoria antonia 42 49.4
virginia esther 42 40.2
weihong 42 39.3
ximena alejandra 42 30
yanhong 42 36.5
yoana maria 42 30.2
yuling 42 32.3
yumi 42 36.2
yuwei 42 31
ziqi 42 7.1
zuleima maria 42 17.8
adriana angeles 41 36.9
adriana margarita 41 36.5
adrienn 41 31.7
afifa 41 35.7
agathe 41 28.4
ahlalia 41 52.4
aichatou 41 19.9
ainara pino 41 7.4
alba esther 41 29.7
alba mery 41 48.3
aleena 41 9.3
alejandra margarita 41 33.1
alessandra maria 41 23.2
alice maria 41 34.2
alina iuliana 41 29.5
alya 41 23.6
amadina 41 74.1
amalia beatriz 41 43.6
amparo lucia 41 49.3
ana brigida 41 51.1
ana dilia 41 46.1
ana maria alexandra 41 14.9
ana roxana 41 29.8
ana sabina 41 33.9
anayara 41 11.6
ancuta elena 41 28.2
andrea pino 41 16.8
andreea stefania 41 15.9
anel 41 22.5
angelica isabel 41 36.8
angie katherine 41 19.8
ann christine 41 61.1
anna elizabeth 41 33.4
anna laura 41 21.5
anna louise 41 35.1
ariadna pino 41 13.2
aris 41 14.9
asuncion rosario 41 55
aurelija 41 32.7
aurora concepcion 41 57.4
aurora mercedes 41 53.6
barbara caridad 41 38.8
becky 41 33.4
beilei 41 31.5
betty elizabeth 41 40.3
blanca inmaculada 41 34.8
brenda ann 41 68.3
brigitte maria 41 55.7
carmen esmeralda 41 40.8
carolina luisa 41 34.3
catalina andrea 41 24.8
catherine jane 41 48
cathy 41 35.9
cecilia teresa 41 42.7
celia elena 41 44.1
chada 41 5.3
chunfen 41 41.7
cipriana maria 41 61.8
clara esperanza 41 38.1
concepcion lucia 41 55.5
cosmina elena 41 25.3
crisostoma 41 71.7
cristina asuncion 41 36.7
cristina elisa 41 35.8
cristina josefa 41 46.5
cristina paloma 41 35.9
daniela roxana 41 28.7
daryna 41 16.9
deborah louise 41 46
debra ann 41 52.2
delcy 41 42.5
diana nicoleta 41 21.3
dimitrichka 41 42.5
divina maria 41 47.8
dolores lourdes 41 48.3
dolores patricia 41 42.3
ebtisam 41 15.4
edenia 41 32.6
elena amparo 41 47.4
eliana carmen 41 48.2
elisa francisca 41 62.3
ellie 41 11.6
elma maria 41 40.3
emilija 41 21
eresvita 41 75
erika rocio 41 27.8
esmeralda carmen 41 29.1
estrela 41 27.1
eva irene 41 34.6
eva lorena 41 28.5
fatima belen 41 28.5
fatou bintou 41 24
fauzia 41 36.5
florentina nicoleta 41 26.6
francisca araceli 41 51.1
francisca ramona 41 55.3
freda 41 61.8
gabriela nicoleta 41 26.8
gavina 41 57.3
georgiana nicoleta 41 22.3
gertrudis maria 41 45.9
ginesta 41 24.1
glaucia 41 37.4
gloria lourdes 41 51.5
hanna maria 41 38
helvia 41 23.1
hilda carmen 41 56.7
ievgeniia 41 39.1
ihara 41 9.2
ines angeles 41 44.2
inocencia maria 41 55.2
ionela simona 41 30.1
irinea 41 28.6
izana 41 16.7
jennifer louise 41 36.9
jennifer marie 41 34.3
jessica pino 41 30.6
jianling 41 37.3
jimena carmen 41 27
jinane 41 10.3
josefa araceli 41 58.9
josie 41 42.1
juana consuelo 41 63.8
julia marta 41 42.9
julia montserrat 41 46.3
justyna anna 41 30.3
karen adriana 41 22
karina beatriz 41 34.1
keisy 41 11.2
kimera 41 13.9
ladisla 41 73.1
ladislada 41 75
laura karina 41 31
lidia ines 41 44.1
lijie 41 33.8
limin 41 35.4
line 41 37.4
lorena mercedes 41 31.7
lorena veronica 41 36.1
ludovina 41 63.2
luz delia 41 44.5
madalina ioana 41 21
magdalena isabel 41 47.1
magna 41 40.9
maimona 41 50.8
manuela lucia 41 51.4
marbelis 41 34.2
margarita belen 41 41.4
margarita pino 41 47.4
maria alharilla 41 28
maria asunta 41 53
maria buenviaje 41 51.6
maria delirio 41 61.4
maria dolores josefa 41 67.2
maria emelina 41 54.6
maria esneda 41 56.6
maria federica 41 41
maria guayarmina 41 34.5
maria lida 41 49.2
maria luisa fernanda 41 62.2
maria ronda 41 39.4
maria violante 41 56.8
maria yobana 41 38.4
mariana roxana 41 28.6
marie ange 41 51
marjan 41 43.6
marta juana 41 45.7
martha janeth 41 40.6
mary ellen 41 56.5
matilde angeles 41 53.5
maudilia 41 73.5
maya maria 41 13.5
mayra cristina 41 32.2
mayra patricia 41 30.3
mayra rocio 41 33.5
meiyan 41 35.1
melibea 41 25.7
mercedes elisa 41 51.7
mercedes esther 41 52.1
mercedes inmaculada 41 46.9
mercedes josefina 41 50.5
michelle louise 41 41
mihaela madalina 41 25.2
milady 41 43.9
myriam patricia 41 37.8
nadjia 41 44.7
nahara 41 9.9
nancy maribel 41 37.6
nancy rosario 41 48.9
narimane 41 13.6
noelia angeles 41 30.1
noelia lucia 41 19.4
noelia victoria 41 23.8
norma raquel 41 43.1
nuria alejandra 41 15.5
nuris 41 44.8
olga carolina 41 39.3
parascovia 41 46
patricia magdalena 41 36.3
patricia silvia 41 42.2
patricia vanessa 41 31.9
paula pino 41 18.5
pilar marina 41 47
pino dolores 41 49.5
rafaella 41 22.3
rekha 41 35.2
rhita 41 31.2
rhoda 41 38.9
rocio carolina 41 29.6
rocio esther 41 37.3
rocio gema 41 34.6
romina vanesa 41 32.1
rosa bella 41 49.9
rosa candelaria 41 50.8
rosa paz 41 50.1
roudaina 41 6.9
roxana patricia 41 34.8
ruth cecilia 41 43.9
ruth margarita 41 39.4
sahida 41 33.4
salama 41 31.5
samantha maria 41 25.8
samiya 41 20.2
sandra fabiola 41 34.4
saori 41 15
saran 41 18.4
saula 41 49.2
sausan 41 23.8
shaofen 41 41
sharon louise 41 44.3
shirley patricia 41 34.1
sihan 41 20.9
silvia angelica 41 43.3
simona alina 41 31.2
simona andreea 41 23.5
simona ionela 41 31
